rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
1207	2	1	2	0.12265710435808545	-158.4176129671008	0.28944723618090457	14.53788308425204	C20H32O9	[M - H]-	ZJRJGAUGFAKVDQ	InChI=1S/C20H32O9/c1-10(2)14(7-15(11(3)4)28-13(6)22)8-27-20-19(25)18(24)17(23)16(29-20)9-26-12(5)21/h14-20,23-25H,1,3,7-9H2,2,4-6H3	null	CC(=C)C(CC(C(=C)C)OC(=O)C)COC1C(C(C(C(O1)COC(=O)C)O)O)O	0.727365971	""	COCONUT:(CNP0132971);Natural Products:(UNPD30858);SuperNatural:(SN00304017)	3178496	415.1974	316.115	612_6_Brassimet_Leaves_PAXs_2_Neg_394
1208	3	1	1	0.12264099268728365	-493.32919244402933	0.17236180904522616	95.74984614856753	C20H31N5O6S	[M + H]+	FXNNYCXNNOWOBK	InChI=1S/C20H31N5O6S/c1-24(2)12-5-7-15(25(3)4)16(9-12)32-11-14(20(31)22-10-18(28)29)23-19(30)13(21)6-8-17(26)27/h5,7,9,13-14H,6,8,10-11,21H2,1-4H3,(H,22,31)(H,23,30)(H,26,27)(H,28,29)	2-(Glutathione-yl)-N,N,N'',N''-tetramethyl-4-phenylenediamine	CN(C)C1=CC(=C(C=C1)N(C)C)SCC(C(=O)NCC(=O)O)NC(=O)C(CCC(=O)O)N	-2.29999995	3036073	MeSH:(3036073);PubChem:(3036073);PubMed	70	470.2097	734.963	956_6_Brassimet_Leaves_PAXs_26_Pos_5037
1209	1	1	1	0.12197198812418603	-306.5580846740368	0.0	119.28075179663249	C16H18N2O5	[M + H]+	XQZBDZZFLVGVMX	InChI=1S/C16H18N2O5/c1-9-14(16(20)21)15(23-18-9)10(2)17-13(19)8-11-4-6-12(22-3)7-5-11/h4-7,10H,8H2,1-3H3,(H,17,19)(H,20,21)	null	CC1=NOC(=C1C(=O)O)C(C)NC(=O)CC2=CC=C(C=C2)OC	1.39999998	75368320	PubChem:(75368320);COCONUT:(CNP0015420)	2097154	319.1289	430.998	108_6_Brassimet_Leaves_PAXs_10_Pos_3574
1210	1	1	1	0.12195980514608709	-163.04010981222797	0.9999999999999999	115.86465949493929	C11H10N2O2	[M + H]+	YATHWKGKLIXEFF	InChI=1S/C11H10N2O2/c1-7(14)13-9-4-5-10(15)11-8(9)3-2-6-12-11/h2-6,15H,1H3,(H,13,14)	Acetamide, N-(8-hydroxy-5-quinolinyl)-	CC(=O)NC1=C2C=CC=NC2=C(C=C1)O	1.14437819	9920674	PubChem:(9920674);PubChem class - bio and metabolites	16777218	203.0814	331.759	1585_6_Brassimet_Leaves_PAXs_38_Pos_1825
1211	1	1	1	0.1217123977431021	-172.25872119692198	0.9979899497487437	53.211791266759384	C21H21N3O3	[M + H]+	TVHQLEDUJLRMMC	InChI=1S/C21H21N3O3/c1-24-14-16(17-9-5-6-10-19(17)24)13-18(21(27)22-11-12-25)23-20(26)15-7-3-2-4-8-15/h2-10,13-14,25H,11-12H2,1H3,(H,22,27)(H,23,26)	N-[3-(2-hydroxyethylamino)-1-(1-methylindol-3-yl)-3-oxoprop-1-en-2-yl]benzamide	CN1C=C(C2=CC=CC=C21)C=C(C(=O)NCCO)NC(=O)C3=CC=CC=C3	2.0999999	3307515;5788824;16397636	COCONUT:(CNP0370551);PubChem:(3307515 5788824 16397636);SuperNatural:(SN00051105);ZINC bio:(ZINC01811413)	3153922	364.1658	536.492	475_6_Brassimet_Leaves_PAXs_17_Pos_4141
1212	1	1	1	0.12169818118057765	-115.9357948341228	0.9994974874371858	65.22973404688491	C13H26O2S	[M + H]+	XIZMMPKZMJWKFV	InChI=1S/C13H26O2S/c1-2-3-4-5-6-7-8-9-11-15-13(14)10-12-16/h16H,2-12H2,1H3	Decyl 3-mercaptopropionate	CCCCCCCCCCOC(=O)CCS	4.49571848	3016440	PubChem:(3016440);NORMAN:(NS00031494)	262146	247.1691	858.464	1280_6_Brassimet_Leaves_PAXs_32_Pos_6076
1213	1	1	2	0.12144677873767866	-568.8302043841933	0.0	29.84215380712329	C24H30N6O5	[M + H]+	GQKRRZAUNABSCW	InChI=1S/C24H30N6O5/c25-24(26)27-13-7-12-18(23(34)35)30-22(33)19(14-16-8-3-1-4-9-16)29-20(31)15-28-21(32)17-10-5-2-6-11-17/h1-6,8-11,18-19H,7,12-15H2,(H,28,32)(H,29,31)(H,30,33)(H,34,35)(H4,25,26,27)	Hippuryl-phe-arg	C1=CC=C(C=C1)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)CNC(=O)C2=CC=CC=C2	0.699999988	194496;21263190;129389783;129389784;129389785	MeSH:(194496);PubChem:(194496 21263190 129389783 129389784 129389785);PubMed;ZINC bio:(ZINC13541100)	8262	483.2336	153.45	444_6_Brassimet_Leaves_PAXs_17_Pos_4085
1214	1	1	1	0.12140800443905427	-349.6562799450268	0.9999999999999999	35.06834255586927	C12H20N2O2S	[M + H]+	MWKKOAYCASKCLO	InChI=1S/C12H20N2O2S/c1-3-5-6-7-8-12(4-2)9(15)13-11(17)14-10(12)16/h3-8H2,1-2H3,(H2,13,14,15,16,17)	5-ethyl-5-hexyl-2-sulfanylidene-1,3-diazinane-4,6-dione	CCCCCCC1(C(=O)NC(=S)NC1=O)CC	2.82634687	3033290	PubChem:(3033290);NORMAN:(NS00034452)	262146	257.1329	142.816	1452_6_Brassimet_Leaves_PAXs_35_Pos_868
1215	2	1	1	0.12118445817082957	-156.94076075149295	0.9999999999999999	179.64349899276039	C12H16O3	[M + H]+	KGJFFBOOYRBYNK	InChI=1S/C12H16O3/c1-7(2)10(14)9-8(13)5-6-12(3,4)11(9)15/h5-7,9H,1-4H3	null	CC(C)C(=O)C1C(=O)C=CC(C1=O)(C)C	2.0999999	15800950	COCONUT:(CNP0191456);KNApSAcK:(11961);Natural Products:(UNPD82615);PubChem:(15800950);SuperNatural:(SN00272246)	3178514	209.1172	246.506	1338_6_Brassimet_Leaves_PAXs_33_Pos_6324
1216	1	1	2	0.12048041839970604	-221.44649924189238	0.9497487437185931	60.093058986898384	C14H23NO6	[M + H]+	ARBXTIYDTCGPSN	InChI=1S/C14H23NO6/c1-7(16)15-9-10(8-6-17-13(2,3)19-8)18-12-11(9)20-14(4,5)21-12/h8-12H,6H2,1-5H3,(H,15,16)	N-[5-(2,2-dimethyl-1,3-dioxolan-4-yl)-2,2-dimethyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-6-yl]acetamide	CC(=O)NC1C(OC2C1OC(O2)(C)C)C3COC(O3)(C)C	0.0	242648;13855235;45050238;44723467;92221821;92221822;92221823;92221824;92266018;92266021;92642851;92840374	PubChem:(242648 13855235 45050238 44723467 92221821 92221822 92221823 92221824 92266018 92266021 92642851 92840374);COCONUT:(CNP0295907)	2097154	302.1601	261.282	2181_6_Brassimet_Leaves_PAXs_49_Pos_292
1217	1	1	1	0.12039671526569166	-497.1697094120895	0.935678391959799	131.60891267406265	C18H32N6O8	[M + H]+	DTBOKVQQDVYMEW	InChI=1S/C18H32N6O8/c1-8(5-25)20-17(31)12(6-26)23-16(30)11(4)22-18(32)13(7-27)24-15(29)10(3)21-14(28)9(2)19/h5,8-13,26-27H,6-7,19H2,1-4H3,(H,20,31)(H,21,28)(H,22,32)(H,23,30)(H,24,29)	null	CC(C=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(C)N	-4.19999981	25203952	PubChem:(25203952);PubChem class - bio and metabolites	16777218	461.2377	398.306	1016_6_Brassimet_Leaves_PAXs_27_Pos_5237
1218	2	1	1	0.12028129712016133	-658.0414713343661	0.0065326633165829154	34.33234463749592	C20H33N5O5S	[M + Na]+	GAHIXYNNFMCKFQ	InChI=1S/C20H33N5O5S/c1-11(2)9-12(15(26)24-14(17(28)21-6)20(3,4)5)13(16(27)25-30)10-23-18(29)19-22-7-8-31-19/h7-8,11-14,30H,9-10H2,1-6H3,(H,21,28)(H,23,29)(H,24,26)(H,25,27)	(2r,3r)-N^1^-[(1s)-2,2-Dimethyl-1-(Methylcarbamoyl)propyl]-N^4^-Hydroxy-2-(2-Methylpropyl)-3-{[(1,3-Thiazol-2-Ylcarbonyl)amino]methyl} Butanediamide	CC(C)CC(C(CNC(=O)C1=NC=CS1)C(=O)NO)C(=O)NC(C(=O)NC)C(C)(C)C	1.39999998	42609673;74819640	COCONUT:(CNP0019636);PubChem:(42609673 74819640);PubMed;PubChem class - bio and metabolites	18874434	478.2124	85.292	1176_6_Brassimet_Leaves_PAXs_30_Pos_5658
1219	1	1	2	0.12020919209037144	-203.75799981274656	0.993969849246231	61.688201760727395	C27H42O5	[M + Na]+	AEDBOXCTQDATMF	InChI=1S/C27H42O5/c1-14-5-8-27(31-13-14)15(2)24-22(32-27)11-19-17-10-21(29)20-9-16(28)6-7-25(20,3)18(17)12-23(30)26(19,24)4/h14-22,24,28-29H,5-13H2,1-4H3	null	CC1CCC2(C(C3C(O2)CC4C3(C(=O)CC5C4CC(C6C5(CCC(C6)O)C)O)C)C)OC1	3.5	10575381;16728675;23412506;73313119;101699862	COCONUT:(CNP0294016);HMDB:(31079);Natural Products:(UNPD101202 UNPD156304);PubChem:(10575381 16728675 23412506 73313119 101699862);SuperNatural:(SN00273423 SN00261098);PubChem class - bio and metabolites;PubMed;KEGG Mine	8609890378	469.3006	545.575	343_6_Brassimet_Leaves_PAXs_15_Pos_3931
1220	1	1	1	0.12002864595172055	-718.4964144556284	0.0	28.760547382666218	C33H36N4O7	[M + H]+	PEVSCFOOQCXDTB	InChI=1S/C33H36N4O7/c1-4-44-27-10-6-5-8-26(27)37-31(40)33(30(39)34-32(37)41,16-22-12-13-24(42-2)15-28(22)43-3)20-35-17-21-14-23(19-35)25-9-7-11-29(38)36(25)18-21/h5-13,15,21,23H,4,14,16-20H2,1-3H3,(H,34,39,41)	null	CCOC1=CC=CC=C1N2C(=O)C(C(=O)NC2=O)(CC3=C(C=C(C=C3)OC)OC)CN4CC5CC(C4)C6=CC=CC(=O)N6C5	3.0999999	3743719;16397466;95370690;95370691;99977151;99977154	COCONUT:(CNP0301408 CNP0420042);PubChem:(3743719 16397466 95370690 95370691 99977151 99977154);SuperNatural:(SN00107212 SN00107211);ZINC bio:(ZINC70671984 ZINC70671986)	3153922	601.2659	563.255	2285_6_Brassimet_Leaves_PAXs_50_Pos_3045
1221	1	1	1	0.1199311245320208	-122.02276458059679	0.9999999999999999	93.8294324356107	C17H26O4	[M + H]+	RLNOIXQIRICASI	InChI=1S/C17H26O4/c1-12-6-5-7-13(2)15(18)8-10-17(4,20)11-9-16(19)21-14(12)3/h7-12,14-15,18,20H,5-6H2,1-4H3	Cineromycin B	CC1CCC=C(C(C=CC(C=CC(=O)OC1C)(C)O)O)C	2.29999995	6444600;10661797;10685222;11220127;101991341	COCONUT:(CNP0122200);KNApSAcK:(16030);Natural Products:(UNPD72237);PubChem:(6444600 10661797 10685222 11220127 101991341);SuperNatural:(SN00375918);MeSH:(6444600);PubChem class - safety and toxic;PubMed	70287446	295.1903	791.91	379_6_Brassimet_Leaves_PAXs_15_Pos_3977
1222	3	1	2	0.11984673121466317	-81.07138579135349	0.9195979899497487	143.2016408301115	C20H28O3	[M + H]+	VNOMXNULTAUIDL	InChI=1S/C20H28O3/c1-5-18(2)12-13-7-8-15-19(3,14(13)11-16(18)21)9-6-10-20(15,4)17(22)23/h5,11,13,15H,1,6-10,12H2,2-4H3,(H,22,23)	null	CC12CCCC(C1CCC3C2=CC(=O)C(C3)(C)C=C)(C)C(=O)O	4.30000019	57509505;95790408;95790409;95790410;95790411;100855167;100894976;124853757;124853758	COCONUT:(CNP0087063 CNP0222541);PubChem:(57509505 95790408 95790409 95790410 95790411 100855167 100894976 124853757 124853758);SuperNatural:(SN00042105 SN00042103 SN00042104 SN00042102);ZINC bio:(ZINC72320547 ZINC72320548 ZINC72320549 ZINC72320550);additional;Training Set	3694594	317.2111	994.631	1632_6_Brassimet_Leaves_PAXs_39_Pos_1966
1223	3	1	2	0.11959626439785431	-193.25646862100834	0.514070351758794	112.09582735744131	C11H23NO4S	[M + Na]+	XQWJUQUJZISMNE	InChI=1S/C11H23NO4S/c1-3-5-6-10(4-2)9-12-17(15,16)8-7-11(13)14/h10,12H,3-9H2,1-2H3,(H,13,14)	Propanoic acid, 3-[[(2-ethylhexyl)amino]sulfonyl]-	CCCCC(CC)CNS(=O)(=O)CCC(=O)O	2.0	23461310	PubChem:(23461310);NORMAN:(NS00058133)	262146	288.1264	380.908	448_6_Brassimet_Leaves_PAXs_17_Pos_4090
1224	1	1	1	0.11952953835619337	-147.88878900572095	0.9989949748743717	99.18681914358434	C15H26O7	[M + K]+	OOKKJUJJHAYTGD	InChI=1S/C15H26O7/c1-8-2-3-9(10(8)6-16)4-5-21-15-14(20)13(19)12(18)11(7-17)22-15/h9,11-20H,2-7H2,1H3	(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[2-[(1R)-2-(hydroxymethyl)-3-methylcyclopent-2-en-1-yl]ethoxy]oxane-3,4,5-triol	CC1=C(C(CC1)CCOC2C(C(C(C(O2)CO)O)O)O)CO	-1.60000002	11609404	COCONUT:(CNP0107231);KNApSAcK:(30590);Natural Products:(UNPD99322);PubChem:(11609404)	2129938	357.1326	329.897	342_6_Brassimet_Leaves_PAXs_15_Pos_3930
1225	1	1	1	0.11910149185022019	-118.32487109071049	0.9999999999999999	178.03435133132257	C16H24O2	[M + H]+	KWCWLVHJYZEJAQ	InChI=1S/C16H24O2/c1-4-16(3)9-13-11(2)6-5-7-12(10-17)15(18)8-14(13)16/h7,13-14,17H,2,4-6,8-10H2,1,3H3	null	CCC1(CC2C1CC(=O)C(=CCCC2=C)CO)C	3.28406644	""	COCONUT:(CNP0074941)	2097152	249.1848	1048.47	1943_6_Brassimet_Leaves_PAXs_44_Pos_2437
1226	1	1	1	0.11895935945080685	-173.3443968693726	0.9999999999999999	144.3272230999577	C17H20O3	[M + H]+	NFAJIYIKBKDMES	InChI=1S/C17H20O3/c18-14(17-15(19)11-6-12-16(17)20)10-5-4-9-13-7-2-1-3-8-13/h1-3,7-8,18H,4-6,9-12H2	null	C1CC(=O)C(=C(CCCCC2=CC=CC=C2)O)C(=O)C1	3.5999999	85759747	COCONUT:(CNP0319809);Natural Products:(UNPD80397);PubChem:(85759747)	2129922	273.1486	1023.424	2010_6_Brassimet_Leaves_PAXs_46_Pos_2498
1227	1	1	1	0.11870188551559369	-258.2717283767425	0.9487437185929648	13.668751028613386	C22H33N5O3	[M - H]-	LBFUGVSNBUNMRD	InChI=1S/C22H33N5O3/c1-22(2)17-26(20(28)23-14-18-6-4-3-5-7-18)16-19-15-25(8-9-27(19)22)21(29)24-10-12-30-13-11-24/h3-7,19H,8-17H2,1-2H3,(H,23,28)	null	CC1(CN(CC2N1CCN(C2)C(=O)N3CCOCC3)C(=O)NCC4=CC=CC=C4)C	0.5	124876014	PubChem:(124876014);COCONUT:(CNP0017042)	2097154	414.2498	454.033	2203_6_Brassimet_Leaves_PAXs_5_Neg_752
1228	1	1	1	0.11853411056706298	-348.06613353573726	0.9999999999999999	97.76232479060722	C21H34N2O6	[M + H]+	MRUZKDZPORXJLE	InChI=1S/C21H34N2O6/c1-13(17-15(24)11-21(5,6)12-16(17)25)23-14(18(26)27)9-7-8-10-22-19(28)29-20(2,3)4/h14,24H,7-12H2,1-6H3,(H,22,28)(H,26,27)	null	CC(=NC(CCCCNC(=O)OC(C)(C)C)C(=O)O)C1=C(CC(CC1=O)(C)C)O	2.70000005	136665075;136269312;137795064	PubChem:(136665075 136269312 137795064);COCONUT:(CNP0364830)	2097154	411.2484	349.324	446_6_Brassimet_Leaves_PAXs_17_Pos_4087
1229	1	1	1	0.11849497933796027	-117.97360144803957	0.9999999999999999	129.25976140003618	C17H28O2	[M + K]+	PBNZTUVYKQXMIR	InChI=1S/C17H28O2/c1-5-19-14-10-15(2,3)12-6-8-16(4)11-17(12,14)9-7-13(16)18/h12,14H,5-11H2,1-4H3	null	CCOC1CC(C2C13CCC(=O)C(C3)(CC2)C)(C)C	3.4000001	71584133	COCONUT:(CNP0398833);Natural Products:(UNPD225391);PubChem:(71584133)	2129922	303.1719	1046.266	2605_6_Brassimet_Leaves_PAXs_9_Pos_3436
1230	8	1	1	0.11822905421723627	-510.1329555360783	0.0010050251256281408	38.92242226414639	C21H20O6S2	[M - H]-	ILDPLWRWUROBLZ	InChI=1S/C21H20O6S2/c22-16-10-21(26,20(24)25)15(9-13-5-3-7-28-13)19(18(16)23)27-11-14-8-12-4-1-2-6-17(12)29-14/h1-8,16,18,22-23,26H,9-11H2,(H,24,25)	(1r,4s,5r)-3-(Benzo[b]thiophen-2-Yl)methoxy-1,4,5-Trihydroxy-2-(Thien-2-Yl)methylcyclohex-2-En-1-Carboxylate	C1C(C(C(=C(C1(C(=O)O)O)CC2=CC=CS2)OCC3=CC4=CC=CC=C4S3)O)O	1.89999998	53313338;72199628	PubChem:(53313338 72199628);PubMed;PubChem class - bio and metabolites	16777282	431.066	176.109	4_6_Brassimet_Leaves_PAXs_0_Neg_1262
1231	5	1	1	0.11814294653751684	-422.893222759692	0.017085427135678392	52.038388961466566	C34H41NO12	[M + H]+	XUEVAXNOCWUQGK	InChI=1S/C34H41NO12/c1-17-14-34(47-21(5)39)25(26(17)45-29(41)22-10-9-13-35-15-22)28(43-18(2)36)33-16-42-32(8,30(34)44-19(3)37)27(33)23(11-12-24(33)40)31(6,7)46-20(4)38/h9-13,15,17,23,25-28,30H,14,16H2,1-8H3	euphorbialoid E	CC1CC2(C(C1OC(=O)C3=CN=CC=C3)C(C45COC(C4C(C=CC5=O)C(C)(C)OC(=O)C)(C2OC(=O)C)C)OC(=O)C)OC(=O)C	2.0	60168065	COCONUT:(CNP0206539);Natural Products:(UNPD226977);PubChem:(60168065);PubMed	2129986	656.2745	304.926	2188_6_Brassimet_Leaves_PAXs_49_Pos_2933
1232	1	1	1	0.11785082692834807	-208.40313412294935	5.025125628140704E-4	35.078178139417915	C14H11N3O2S2	[M + H]+	OWXZRUFVULZXMD	InChI=1S/C14H11N3O2S2/c1-19-10-5-2-4-9(8-10)13-16-17-14(21-13)15-12(18)11-6-3-7-20-11/h2-8H,1H3,(H,15,17,18)	Ambcb7748216	COC1=CC=CC(=C1)C2=NN=C(S2)NC(=O)C3=CC=CS3	3.20000005	2201266	PubChem:(2201266);PubMed;CHEBI:(112202)	98	318.037	279.628	1073_6_Brassimet_Leaves_PAXs_28_Pos_5417
1233	1	1	1	0.1175430963979273	-107.98811002028692	0.9994974874371859	67.10927941847773	C16H29N3O6	[M + H]+	INGJLBQKTRJLFO	InChI=1S/C16H29N3O6/c1-5-9(4)13(15(23)18-12(8(2)3)16(24)25)19-14(22)10(17)6-7-11(20)21/h8-10,12-13H,5-7,17H2,1-4H3,(H,18,23)(H,19,22)(H,20,21)(H,24,25)	L-alpha-glutamyl-L-isoleucyl-L-valine	CCC(C)C(C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CCC(=O)O)N	-0.0401173458	18220315;71464664	PubChem:(18220315 71464664);CHEBI:(73499)	34	360.2111	255.935	308_6_Brassimet_Leaves_PAXs_14_Pos_3892
1234	1	1	1	0.1172393090206906	-128.00707819602846	0.0	57.54425445511948	C32H66O9	[M + H3N + H]+	RPGZMBUUQBRFFX	InChI=1S/C32H66O9/c33-17-1-3-19-35-21-5-7-23-37-25-9-11-27-39-29-13-15-31-41-32-16-14-30-40-28-12-10-26-38-24-8-6-22-36-20-4-2-18-34/h33-34H,1-32H2	null	C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO	3.5	21555287	PubChem:(21555287);NORMAN:(NS00017722)	262146	612.5046	1482.56	1504_6_Brassimet_Leaves_PAXs_36_Pos_1588
1235	1	1	1	0.1170381302155941	-655.6935026916944	0.9999999999999999	60.14455218443386	C33H36N4O7	[M + H]+	PEVSCFOOQCXDTB	InChI=1S/C33H36N4O7/c1-4-44-27-10-6-5-8-26(27)37-31(40)33(30(39)34-32(37)41,16-22-12-13-24(42-2)15-28(22)43-3)20-35-17-21-14-23(19-35)25-9-7-11-29(38)36(25)18-21/h5-13,15,21,23H,4,14,16-20H2,1-3H3,(H,34,39,41)	null	CCOC1=CC=CC=C1N2C(=O)C(C(=O)NC2=O)(CC3=C(C=C(C=C3)OC)OC)CN4CC5CC(C4)C6=CC=CC(=O)N6C5	3.0999999	3743719;16397466;95370690;95370691;99977151;99977154	COCONUT:(CNP0301408 CNP0420042);PubChem:(3743719 16397466 95370690 95370691 99977151 99977154);SuperNatural:(SN00107212 SN00107211);ZINC bio:(ZINC70671984 ZINC70671986)	3153922	601.2657	438.927	2305_6_Brassimet_Leaves_PAXs_51_Pos_3073
1236	1	1	1	0.11698278283024736	-76.05632764986399	0.9999999999999999	79.68542353241368	C10H9NO3	[M + H]+	LRAADKIIEUFKEG	InChI=1S/C10H9NO3/c1-14-10(13)8-5-11-9-3-2-6(12)4-7(8)9/h2-5,11-12H,1H3	1H-Indole-3-carboxylic acid, 5-hydroxy-, methyl ester	COC(=O)C1=CNC2=C1C=C(C=C2)O	1.33651721	14144546	COCONUT:(CNP0201082);Natural Products:(UNPD103690);PubChem class - safety and toxic;PubChem:(14144546);PubMed	69238850	192.0657	331.02	201_6_Brassimet_Leaves_PAXs_12_Pos_3707
1237	1	1	1	0.1166167521328002	-357.7514351787768	0.0035175879396984926	26.245839281537794	C17H22N4O4S2	[M + H]+	BZCKVKPLPRMZSB	InChI=1S/C17H22N4O4S2/c1-5-26-11-6-7-13(12(8-11)18-14(22)9-20(2)3)21-15(23)10-27-16(21)19-17(24)25-4/h6-8H,5,9-10H2,1-4H3,(H,18,22)	3-(4-Ethylthio-2-(2-dimethylaminoacetamido)phenyl)-2-methoxycarbonyliminothiazolidin-4-one	CCSC1=CC(=C(C=C1)N2C(=O)CSC2=NC(=O)OC)NC(=O)CN(C)C	2.4000001	6446632;9587933	PubChem:(6446632 9587933);PubChem class - safety and toxic	67108866	411.1158	256.593	412_6_Brassimet_Leaves_PAXs_16_Pos_4057
1238	1	1	1	0.11623130789032719	-454.81243917096367	0.011055276381909548	57.546452284587474	C17H31N5O6	[M + H]+	VQHPHAJHXVNLSR	InChI=1S/C17H31N5O6/c1-8(2)13(19)16(27)21-10(5-6-11(18)23)15(26)22-14(9(3)4)17(28)20-7-12(24)25/h8-10,13-14H,5-7,19H2,1-4H3,(H2,18,23)(H,20,28)(H,21,27)(H,22,26)(H,24,25)	2-[[2-[[5-amino-2-[(2-amino-3-methylbutanoyl)amino]-5-oxopentanoyl]amino]-3-methylbutanoyl]amino]acetic acid	CC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)O)N	-1.68786609	20049640;132992910	PubChem:(20049640 132992910);PubChem class - bio and metabolites	16777218	402.2333	242.544	556_6_Brassimet_Leaves_PAXs_19_Pos_4254
1239	2	1	1	0.11587037262400696	-253.87763663459	0.9999999999999999	74.65373736934484	C20H35NO5	[M + K]+	NGWGEFINVIBQRN	InChI=1S/C20H35NO5/c1-14-18(23)9-8-16-12-15(10-11-21(14)16)19(24)7-5-3-2-4-6-17(22)13-20(25)26/h11,14-19,22-24H,2-10,12-13H2,1H3	null	CC1C(CCC2[N+]1=CCC(C2)C(CCCCCCC(CC(=O)[O-])O)O)O	2.27113342	""	COCONUT:(CNP0060019);SuperNatural:(SN00164269)	3145728	408.2227	375.841	1939_6_Brassimet_Leaves_PAXs_44_Pos_2432
1240	1	1	1	0.1157924914586478	-200.1200125896541	0.9999999999999999	52.29461524691829	C10H14N2O4	[M + H]+	QSHWIQZFGQKFMA	InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)	porphobilinogen	C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O	-3.5	1021;6921588;10198579;44513695;44513696;71751727	HMDB:(245);ZINC bio:(ZINC00056609);additional;MeSH:(1021);Plantcyc:(PORPHOBILINOGEN);PubMed;NORMAN:(NS00015147);COCONUT:(CNP0083303 CNP0307889);KNApSAcK:(7339);Natural Products:(UNPD65404);PubChem:(1021 6921588 10198579 44513695 44513696 71751727);CHEBI:(58126 17381);PubChem class - bio and metabolites;KEGG:(C00931);PubChem class - safety and toxic;YMDB:(401);Biocyc:(SMA-0000184 PORPHOBILINOGEN)	87009662	227.102	70.025	1313_6_Brassimet_Leaves_PAXs_32_Pos_6250
1241	1	1	1	0.11516350373446103	-211.63649450890327	0.0	108.40328237405208	C12H12N2O8	[M + K]+	ZSNFGVQUPMRCIP	InChI=1S/C12H12N2O8/c15-7-1-2-8(16)13(7)21-11(19)5-6-12(20)22-14-9(17)3-4-10(14)18/h1-6H2	Disuccinimidyl succinate	C1CC(=O)N(C1=O)OC(=O)CCC(=O)ON2C(=O)CCC2=O	-1.89999998	161662	MeSH:(161662);PubChem:(161662);PubMed	70	351.0217	42.882	226_6_Brassimet_Leaves_PAXs_12_Pos_1331
1242	2	1	1	0.11490095600470038	-50.59618297848377	0.9999999999999999	106.16165176966278	C20H30O3	[M + Na]+	MSLXIYYWGHOJNU	InChI=1S/C20H30O3/c1-13(11-18(22)23)7-8-15-14(2)16(21)12-17-19(3,4)9-6-10-20(15,17)5/h11,17H,6-10,12H2,1-5H3,(H,22,23)	(E)-5-[(4aS,8aS)-2,5,5,8a-tetramethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalen-1-yl]-3-methylpent-2-enoic acid	CC1=C(C2(CCCC(C2CC1=O)(C)C)C)CCC(=CC(=O)O)C	4.80000019	14039184;11771531;75411923;97423503	COCONUT:(CNP0283099);KNApSAcK:(22475);Natural Products:(UNPD52102 UNPD208564);PubChem:(14039184 11771531 75411923 97423503);SuperNatural:(SN00304231);Training Set	3194898	341.2109	471.438	1467_6_Brassimet_Leaves_PAXs_36_Pos_912
1243	3	1	3	0.11471194362068961	-337.70009127204264	0.022110552763819097	60.5101497793011	C26H36N4O7	[M + H]+	QORASAFRNIETBA	InChI=1S/C26H36N4O7/c1-2-3-4-11-22(33)27-12-15-30(16-13-28-25(36)18-7-5-9-20(31)23(18)34)17-14-29-26(37)19-8-6-10-21(32)24(19)35/h5-10,31-32,34-35H,2-4,11-17H2,1H3,(H,27,33)(H,28,36)(H,29,37)	N,N''-({[2-(hexanoylamino)ethyl]imino}diethane-2,1-diyl)bis(2,3-dihydroxybenzamide)	CCCCCC(=O)NCCN(CCNC(=O)C1=C(C(=CC=C1)O)O)CCNC(=O)C2=C(C(=CC=C2)O)O	3.0999999	25164028	PubChem:(25164028);CHEBI:(51950)	34	517.2661	280.957	1565_6_Brassimet_Leaves_PAXs_38_Pos_1747
1244	1	1	2	0.11465063968764089	-239.63752360504193	0.32110552763819095	89.30895994561764	C24H38O8	[M + H]+	SGWHOCKDQUUVNF	InChI=1S/C24H38O8/c1-14-17(7-9-22(4,30)11-12-25)23(5)10-8-18(28)24(6,13-31-15(2)26)21(23)20(19(14)29)32-16(3)27/h18,20-21,25,28,30H,7-13H2,1-6H3	null	CC1=C(C2(CCC(C(C2C(C1=O)OC(=O)C)(C)COC(=O)C)O)C)CCC(C)(CCO)O	1.29999995	122187011	COCONUT:(CNP0077558);PubChem:(122187011);PubMed	2097218	455.2643	483.996	2257_6_Brassimet_Leaves_PAXs_50_Pos_2994
