rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
30	1	1	1	0.6800818362341259	-4.769319792587029	0.5050251256281407	32.73215420403464	C20H32N6O12S2	[M + H]+	YPZRWBKMTBYPTK	InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)	bmse000170	C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N	-9.10000038	975;65359;4686310;5255796;10123986;11093300;11767258;11215652;16401161;25245992;40467895;44630308;46780445;46780446;53393571;59992174;71774731;71317119;86765350;92863370;92863371;131698099	HMDB:(3337);SuperNatural:(SN00365289 SN00108259);ZINC bio:(ZINC24708103 ZINC38141481 ZINC38141482 ZINC70691524);additional;MeSH:(65359);Plantcyc:(OXIDIZED-GLUTATHIONE);PubMed;NORMAN:(NS00014868);COCONUT:(CNP0038312 CNP0083281 CNP0102794);Natural Products:(UNPD51013);PubChem:(975 65359 4686310 5255796 10123986 11093300 11767258 11215652 16401161 25245992 40467895 44630308 46780445 46780446 53393571 59992174 71774731 71317119 86765350 92863370 92863371 131698099);CHEBI:(58297 17858);PubChem class - bio and metabolites;KEGG:(C00127);PubChem class - safety and toxic;YMDB:(57);Training Set;PubChem class - drug;Biocyc:(OXIDIZED-GLUTATHIONE)	121629038	613.1596	46.948	740_1_Brassimet_Roots_Neg-POS_PAXs_21_p2580
31	2	1	3	0.6691119321205773	-286.17522789257436	0.17587939698492464	71.55517966947701	C25H27NO10	[M + Na]+	VWYFHPLNVVPMNO	InChI=1S/C25H27NO10/c1-34-19-11-14(4-6-18(19)28)23-16(12-27)15-9-13(10-20(35-2)24(15)36-23)3-7-21(29)26-17(25(32)33)5-8-22(30)31/h3-4,6-7,9-11,16-17,23,27-28H,5,8,12H2,1-2H3,(H,26,29)(H,30,31)(H,32,33)	null	COC1=CC(=CC2=C1OC(C2CO)C3=CC(=C(C=C3)O)OC)C=CC(=O)NC(CCC(=O)O)C(=O)O	1.29999995	45783142	COCONUT:(CNP0065151 CNP0245891);PubChem:(45783142);SuperNatural:(SN00034238 SN00034239 SN00038244 SN00030371 SN00030372 SN00038245);CHEBI:(139464);ZINC bio:(ZINC31169912 ZINC31169915 ZINC31169918 ZINC31169921 ZINC35465431 ZINC35465435);additional;Training Set	3694626	524.1586	264.785	1081_1_Brassimet_Roots_Neg-POS_PAXs_7_p1363
32	1	1	1	0.6615633384090909	-21.77101471956972	0.9999999999999999	87.17326988847935	C11H12N2O3	[M + H]+	LDCYZAJDBXYCGN	InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)	Levothym	C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N	0.296875924	144;199528;439280;450587;6971044;6971055;9837352;10878729;11127860;11770016;17908938;18728408;25243949;51035561;51035562;51035563;51038745;71749398;88162458;88162818;102059443;102425194;129673955;133688562	HMDB:(472);ZINC bio:(ZINC00895330 ZINC00895459);additional;HSDB:(56-69-9);MeSH:(144 439280);Plantcyc:(5-HYDROXY-TRYPTOPHAN);PubMed;NORMAN:(NS00002848);COCONUT:(CNP0403850);KNApSAcK:(1371);Natural Products:(UNPD60747);PubChem:(144 199528 439280 450587 6971044 6971055 9837352 10878729 11127860 11770016 17908938 18728408 25243949 51035561 51035562 51035563 51038745 71749398 88162458 88162818 102059443 102425194 129673955 133688562);YMDB Mine;CHEBI:(43186 28171 17780 58266);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01017 C00643);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(5-HYDROXY-TRYPTOPHAN)	51660123006	221.092	93.814	283_1_Brassimet_Roots_Neg-POS_PAXs_13_p667
33	5	1	1	0.6556932063192431	-364.23039640010404	0.0	66.74892746289997	C21H24N4O6	[M + H]+	OKNNQIQDIHROSO	InChI=1S/C21H24N4O6/c1-15-14-20(24(10-12-30-16(2)26)11-13-31-17(3)27)8-9-21(15)23-22-18-4-6-19(7-5-18)25(28)29/h4-9,14H,10-13H2,1-3H3	2,2''-((3-Methyl-4-((4-nitrophenyl)azo)phenyl)imino)bisethyl diacetate	CC1=C(C=CC(=C1)N(CCOC(=O)C)CCOC(=O)C)N=NC2=CC=C(C=C2)[N+](=O)[O-]	3.79999995	116931	PubChem:(116931);NORMAN:(NS00037127)	262146	429.1693	321.876	118_1_Brassimet_Roots_Neg-POS_PAXs_10_p1043
34	1	1	1	0.6410907277806859	-12.21243504938505	0.6919597989949748	24.789950446096384	C7H9N5O	[M + H]+	XMSMHKMPBNTBOD	InChI=1S/C7H9N5O/c1-12(2)7-10-5-4(6(13)11-7)8-3-9-5/h3H,1-2H3,(H2,8,9,10,11,13)	2-Dimethylguanine	CN(C)C1=NC2=C(C(=O)N1)NC=N2	-0.5	135418794	NORMAN:(NS00007443);COCONUT:(CNP0266297);Natural Products:(UNPD736);PubChem:(135418794);SuperNatural:(SN00240825);additional;MeSH:(135418794);Training Set;PubMed	3981382	180.0878	60.987	982_1_Brassimet_Roots_Neg-POS_PAXs_5_p410
35	1	1	1	0.6382845523423681	-99.18432273593473	0.9522613065326633	32.11943025417929	C24H28O13	[M - H]-	RYWDJUUPROVLNV	InChI=1S/C24H28O13/c1-33-15-6-10(3-5-14(15)26)22(32)34-8-11-2-4-12-13(21(30)31)9-35-23(17(11)12)37-24-20(29)19(28)18(27)16(7-25)36-24/h2-3,5-6,9,12,16-20,23-29H,4,7-8H2,1H3,(H,30,31)	null	COC1=C(C=CC(=C1)C(=O)OCC2=CCC3C2C(OC=C3C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O	-0.800000012	45783017;95224608;95224609;95224610;95224611;98661680;100887325	COCONUT:(CNP0068464 CNP0189939);PubChem:(45783017 95224608 95224609 95224610 95224611 98661680 100887325);SuperNatural:(SN00040867 SN00040869 SN00040868 SN00040866);ZINC bio:(ZINC67912546 ZINC67912548 ZINC67912549 ZINC67912552);additional;Training Set	3694594	523.1461	263.704	77_1_Brassimet_Roots_Neg-POS_PAXs_1_n150
36	1	1	1	0.6354128521075427	-130.78755093240264	0.9999999999999999	95.21397896739356	C15H18N2O3	[M + H]+	KIMKJIXTIWKABF	InChI=1S/C15H18N2O3/c1-10(5-6-14(18)19)17-13-9-12(20-2)8-11-4-3-7-16-15(11)13/h3-4,7-10,17H,5-6H2,1-2H3,(H,18,19)	Cmpamoq	CC(CCC(=O)O)NC1=C2C(=CC(=C1)OC)C=CC=N2	2.4000001	127542;49849549;71352799;71352800;139024893	NORMAN:(NS00014469);PubChem:(127542 49849549 71352799 71352800 139024893);additional;MeSH:(127542);Training Set;PubMed	802886	275.1393	303.063	1157_1_Brassimet_Roots_Neg-POS_PAXs_9_p208
37	1	1	1	0.63153141509076	-154.710156735328	0.0	57.9170940171546	C25H28O12	[M - H]-	AGKHPQOHHBHUDT	InChI=1S/C25H28O12/c1-31-17-7-12(24(30)32-2)5-13-14(9-33-25-21(29)20(28)19(27)18(8-26)36-25)22(37-23(13)17)11-3-4-15-16(6-11)35-10-34-15/h3-7,14,18-22,25-29H,8-10H2,1-2H3	null	COC1=CC(=CC2=C1OC(C2COC3C(C(C(C(O3)CO)O)O)O)C4=CC5=C(C=C4)OCO5)C(=O)OC	0.600000024	45258335	COCONUT:(CNP0282018);Natural Products:(UNPD101992);PubChem:(45258335);SuperNatural:(SN00330366)	3178498	519.1507	248.581	58_1_Brassimet_Roots_Neg-POS_PAXs_1_n1045
38	1	1	2	0.6282761846639286	-102.5281806528667	0.9884422110552764	32.661892268967634	C8H10N4O4	[M + H]+	AIUKPEQJKQUQKZ	InChI=1S/C8H10N4O4/c9-3-4-10-7-2-1-6(11(13)14)5-8(7)12(15)16/h1-2,5,10H,3-4,9H2	eddnp	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NCCN	0.467575043	168833;7122512	MeSH:(168833);PubChem class - safety and toxic;Training Set;PubChem:(168833 7122512);PubMed	67125318	227.079	154.382	744_1_Brassimet_Roots_Neg-POS_PAXs_22_p694
39	1	1	1	0.6234415027900583	-15.107351920494464	0.9999999999999999	4.802910987815284	C8H7N	[M + H]+	SIKJAQJRHWYJAI	InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H	1H-Indole	C1=CC=C2C(=C1)C=CN2	1.87585092	798;450709;4528438;10725332;10772970;12196802;12196803;12196804;12196805;12196806;12196810;12196812;12196813;11542778;11147700;11843674;22035206;76972954;87660093;89280765;129831097;135027300	HMDB:(738);PubChem class - food;ZINC bio:(ZINC14516984);additional;HSDB:(120-72-9);MeSH:(798);Plantcyc:(INDOLE);PubMed;NORMAN:(NS00010849);COCONUT:(CNP0076884 CNP0118430);KNApSAcK:(1418);Natural Products:(UNPD87342);PubChem:(798 450709 4528438 10725332 10772970 12196802 12196803 12196804 12196805 12196806 12196810 12196812 12196813 11542778 11147700 11843674 22035206 76972954 87660093 89280765 129831097 135027300);CHEBI:(16881);PubChem class - bio and metabolites;KEGG:(C00463);PubChem class - safety and toxic;Biocyc:(SMA-0000531 SMA-0000046 INDOLE SMA-0000664)	221162366	118.0645	154.497	745_1_Brassimet_Roots_Neg-POS_PAXs_22_p702
40	1	1	1	0.6178403655889293	-126.94699767184687	0.9999999999999999	59.80899261924851	C21H19N3O3	[M + H]+	MFUADTZESPQTRI	InChI=1S/C21H19N3O3/c1-27-14-6-7-18-16(10-14)13(12-23-18)8-9-22-21(26)17-11-20(25)24-19-5-3-2-4-15(17)19/h2-7,10-12,23H,8-9H2,1H3,(H,22,26)(H,24,25)	null	COC1=CC2=C(C=C1)NC=C2CCNC(=O)C3=CC(=O)NC4=CC=CC=C43	2.4000001	71753548	COCONUT:(CNP0291800);PubChem:(71753548);ZINC bio:(ZINC72324946)	2105346	362.15	538.367	370_1_Brassimet_Roots_Neg-POS_PAXs_15_p1107
41	2	1	2	0.6131985348007906	-19.228097253796562	0.06984924623115576	51.900872919117305	C17H21N4O9P	[M + H]+	FVTCRASFADXXNN	InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)	bmse000257	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O	-1.14653099	710;8965;643976;5702760;3986128;7048777;7048778;7048779;7048780;7048781;7048782;15559251;15804337;23278764;24812731;44229199;51435500;51435503;91971622;101233280	HMDB:(1520);PubChem class - food;ZINC bio:(ZINC03831425 ZINC03831426 ZINC03831427 ZINC03831428 ZINC08551105 ZINC08551106 ZINC08551107 ZINC08551108);additional;MeSH:(8965 643976 24812731 44229199 51435503);PubMed;NORMAN:(NS00014334);COCONUT:(CNP0105492 CNP0239383);KNApSAcK:(19686);Natural Products:(UNPD4450);PubChem:(710 8965 643976 5702760 3986128 7048777 7048778 7048779 7048780 7048781 7048782 15559251 15804337 23278764 24812731 44229199 51435500 51435503 91971622 101233280);CHEBI:(58210 17621);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00061);PubChem class - safety and toxic;YMDB:(85);Training Set;PubChem class - drug	17434534270	457.1118	222.639	978_1_Brassimet_Roots_Neg-POS_PAXs_5_p1453
42	1	1	1	0.6074297492394582	-202.9630377441157	0.9999999999999999	67.39111172127187	C12H12N2O5	[M + H]+	HJGVXHZDLBNDRF	InChI=1S/C12H12N2O5/c15-6-13-9-4-2-1-3-8(9)11(17)5-10(12(18)19)14-7-16/h1-4,6-7,10H,5H2,(H,13,15)(H,14,16)(H,18,19)	null	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)NC=O)NC=O	0.200000003	44229186;44229187	PubChem:(44229186 44229187);Biocyc:(DIFORMYLKYNURENINE)	2050	265.0827	176.612	778_1_Brassimet_Roots_Neg-POS_PAXs_22_p1034
43	1	1	1	0.586148201554783	-46.08662533978482	0.9999999999999999	111.56370514341191	C11H8N2O	[M + H]+	MOBUAKGGKVGTIE	InChI=1S/C11H8N2O/c1-14-10-4-5-11-8(6-10)2-3-9(7-12)13-11/h2-6H,1H3	6-Methoxyquinaldonitrile	COC1=CC2=C(C=C1)N=C(C=C2)C#N	1.93934381	230481	PubChem class - safety and toxic;PubChem:(230481);PubMed	67108930	185.071	868.805	514_1_Brassimet_Roots_Neg-POS_PAXs_18_p1716
44	1	1	1	0.5834860908664544	-12.96531202939977	0.9994974874371858	62.111092275055285	C16H18O11	[M + H]+	CZSKYBTXDJQXNC	InChI=1S/C16H18O11/c1-24-14-8(19)5-2-3-7(18)26-13(5)12(23)15(14)27-16-11(22)10(21)9(20)6(4-17)25-16/h2-3,6,9-11,16-17,19-23H,4H2,1H3	null	COC1=C(C(=C2C(=C1O)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	-1.0	56776179	COCONUT:(CNP0348963);PubChem:(56776179);SuperNatural:(SN00040780);ZINC bio:(ZINC67912320);additional;Training Set	3694594	387.0925	176.829	782_1_Brassimet_Roots_Neg-POS_PAXs_22_p973
45	1	1	1	0.56114681529586	-66.75689891362676	0.9904522613065327	45.11627969776835	C14H14N2O5	[M + H]+	VAFNMNRKDDAKRM	InChI=1S/C14H14N2O5/c17-12(16-11(14(20)21)6-13(18)19)5-8-7-15-10-4-2-1-3-9(8)10/h1-4,7,11,15H,5-6H2,(H,16,17)(H,18,19)(H,20,21)	bmse000838	C1=CC=C2C(=C1)C(=CN2)CC(=O)NC(CC(=O)O)C(=O)O	0.401651651	688141;446620;4656408;6921620;6921621;57135319;131868811	HMDB:(38666);ZINC bio:(ZINC00056756 ZINC00056757);additional;MeSH:(446620);Plantcyc:(INDOLE-3-ACETYL-ASP);PubMed;NORMAN:(NS00014850);COCONUT:(CNP0278772 CNP0290291);KNApSAcK:(117);Natural Products:(UNPD128763);PubChem:(688141 446620 4656408 6921620 6921621 57135319 131868811);CHEBI:(21484 133482);PubChem class - bio and metabolites;Training Set;Biocyc:(INDOLE-3-ACETYL-ASP)	19851390	291.0975	209.546	948_1_Brassimet_Roots_Neg-POS_PAXs_5_p2582
46	1	1	1	0.5508303203498164	-186.47892156449302	0.0	27.801232072300902	C20H17N3O2S	[M + H]+	PJDSKMDZRFBUMU	InChI=1S/C20H17N3O2S/c1-12-18(14-8-4-6-10-16(14)23(12)2)17(24)11-26-20-21-15-9-5-3-7-13(15)19(25)22-20/h3-10H,11H2,1-2H3,(H,21,22,25)	1-(1,2-dimethylindol-3-yl)-2-(4-hydroxyquinazolin-2-ylthio)ethan-1-one	CC1=C(C2=CC=CC=C2N1C)C(=O)CSC3=NC4=CC=CC=C4C(=O)N3	3.5	135778472	COCONUT:(CNP0009634);Training Set;PubChem:(135778472)	2113538	364.1116	744.581	472_1_Brassimet_Roots_Neg-POS_PAXs_17_p1743
47	1	1	2	0.5469764100059941	-15.564172252961054	0.01155778894472362	130.78649075604224	C20H26O3	[M + H]+	MSWJSDLNPCSSNW	InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,12,17H,5,8-9,11H2,1-4H3,(H,22,23)	7-oxocallitrisic acid	CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2=O)(C)C(=O)O)C	4.5	29212;10829219;10018535;13370056;26079784;25749924;24899843;51520201;51520203;57509379;96084331	COCONUT:(CNP0057326 CNP0112106);KNApSAcK:(35978);Natural Products:(UNPD30359 UNPD47026 UNPD88821);PubChem:(29212 10829219 10018535 13370056 26079784 25749924 24899843 51520201 51520203 57509379 96084331);SuperNatural:(SN00019826 SN00036792 SN00019824 SN00301661 SN00013495 SN00019825 SN00036150 SN00266382 SN00375163);CHEBI:(143745);ZINC bio:(ZINC02017227 ZINC05447545 ZINC13302310 ZINC13302313 ZINC13302315 ZINC14410655);additional;MeSH:(29212);Training Set;PubMed	3727478	315.1954	1153.235	551_1_Brassimet_Roots_Neg-POS_PAXs_19_p825
48	1	1	1	0.5376110289704847	-72.25365498100533	0.9999999999999999	111.60542275067897	C22H24O8	[M + H]+	NATDFORNCKZPCI	InChI=1S/C22H24O8/c1-12(23)30-22-11-29-20(13-4-6-16(24)18(8-13)26-2)15(22)10-28-21(22)14-5-7-17(25)19(9-14)27-3/h4-9,15,20-21,24-25H,10-11H2,1-3H3	1-Acetoxypinoresinol	CC(=O)OC12COC(C1COC2C3=CC(=C(C=C3)O)OC)C4=CC(=C(C=C4)O)OC	1.79999995	442831;4485133;10409647;21632945;21632946;133562007	COCONUT:(CNP0168334);HMDB:(33280);KNApSAcK:(2588);Natural Products:(UNPD13228 UNPD138180);PubChem:(442831 4485133 10409647 21632945 21632946 133562007);SuperNatural:(SN00288103 SN00280988);CHEBI:(582);PubChem class - bio and metabolites;MeSH:(442831);KEGG:(C10544);PubMed	19956094	417.1543	604.459	400_1_Brassimet_Roots_Neg-POS_PAXs_16_p991
49	1	1	1	0.5314822979740175	-45.04737647792664	0.9999999999999999	22.062046100518735	C21H42N2O3	[M + H]+	QGCUAFIULMNFPJ	InChI=1S/C21H42N2O3/c1-4-5-6-7-8-9-10-11-12-13-14-16-20(24)22-17-15-18-23(2,3)19-21(25)26/h4-19H2,1-3H3,(H-,22,24,25,26)/p+1	Myristamidopropyl betaine	CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O	5.80000019	100998;3034644;23393127	NORMAN:(NS00013872);PubChem class - safety and toxic;PubChem:(100998 3034644 23393127)	67371010	371.3268	1004.798	542_1_Brassimet_Roots_Neg-POS_PAXs_18_p930
50	1	1	1	0.511087320899703	-338.6583676693218	0.9999999999999999	34.30130807552564	C16H18N2O5S	[M + H]+	TYZQXUXJOMQTEB	InChI=1S/C16H18N2O5S/c1-11(19)17-12-4-7-14(8-5-12)24(20,21)18-13-6-9-15(22-2)16(10-13)23-3/h4-10,18H,1-3H3,(H,17,19)	Ambcb6224370	CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2)OC)OC	1.60000002	1095103	PubChem:(1095103);PubMed;CHEBI:(107699)	98	351.1011	336.977	157_1_Brassimet_Roots_Neg-POS_PAXs_11_p1065
51	1	1	1	0.5107882962154109	-17.24785403426275	0.9999999999999999	47.0957323070044	C7H12O6	[M - H]-	AAWZDTNXLSGCEK	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)	L-Quinate	C1C(C(C(CC1(C(=O)O)O)O)O)O	-2.4000001	1064;6508;37439;1560034;1268037;6560875;6971023;17751038;57817184;59400405	HMDB:(3072);SuperNatural:(SN00301797 SN00001739 SN00002573 SN00368035 SN00302919 SN00017899);ZINC bio:(ZINC00895164 ZINC01764753 ZINC12343390);additional;MeSH:(6508);Plantcyc:(QUINATE);PubMed;NORMAN:(NS00006789);COCONUT:(CNP0163128 CNP0205647);KNApSAcK:(1201);Natural Products:(UNPD77472 UNPD157674 UNPD68951 UNPD93570);PubChem:(1064 6508 37439 1560034 1268037 6560875 6971023 17751038 57817184 59400405);YMDB Mine;CHEBI:(36124 29751 17521);PubChem class - bio and metabolites;KEGG:(C00296);PubChem class - safety and toxic;Training Set;Biocyc:(QUINATE)	34447747454	191.0561	40.353	635_1_Brassimet_Roots_Neg-POS_PAXs_2_n17
52	1	1	2	N/A	-198.36592293613242	0.15326633165829148	101.5134045656576	C27H32O8	[M + Na]+	OSWJSYJAWZFDIM	InChI=1S/C27H32O8/c1-15(2)6-7-31-20-11-22-21(34-14-35-22)10-17(20)26-19-13-32-25(18(19)12-33-26)16-8-23(28-3)27(30-5)24(9-16)29-4/h6,8-11,18-19,25-26H,7,12-14H2,1-5H3	null	CC(=CCOC1=CC2=C(C=C1C3C4COC(C4CO3)C5=CC(=C(C(=C5)OC)OC)OC)OCO2)C	4.28344107	""	COCONUT:(CNP0119199);Natural Products:(UNPD225374)	2129920	507.2013	714.416	460_1_Brassimet_Roots_Neg-POS_PAXs_17_p852
53	1	1	5	N/A	-195.41275817829947	0.4120603015075377	49.300570201471096	C23H21N3O5	[M + H]+	OYOSWLMGCWXHEN	InChI=1S/C23H21N3O5/c1-30-19-10-6-16(7-11-19)22(28)25-18-8-4-17(5-9-18)23(29)26-24-14-15-3-12-20(27)21(13-15)31-2/h3-14,27H,1-2H3,(H,25,28)(H,26,29)	null	COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)NN=CC3=CC(=C(C=C3)O)OC	3.29999995	135568451;136835880	PubChem:(135568451 136835880);PubChem class - safety and toxic	67108866	420.1501	202.801	935_1_Brassimet_Roots_Neg-POS_PAXs_5_p1660
54	1	1	1	0.4972739962390203	-128.25893810579097	0.8773869346733669	37.6130835290855	C16H22N6O8	[M + H]+	PEDOATWRBUGMHU	InChI=1S/C16H22N6O8/c1-6(24)8(15(27)28)20-16(29)21(2)12-9-13(18-4-17-12)22(5-19-9)14-11(26)10(25)7(3-23)30-14/h4-8,10-11,14,23-26H,3H2,1-2H3,(H,20,29)(H,27,28)	N-(N''-Methyl-N-(9 beta-D-ribofuranosylpurin-6-yl)carbamyl)threonine	CC(C(C(=O)O)NC(=O)N(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)O	-2.40497136	193795;54184516;66589573;66847823;70180345	MeSH:(193795);PubChem:(193795 54184516 66589573 66847823 70180345);PubMed	70	427.1575	226.263	991_1_Brassimet_Roots_Neg-POS_PAXs_6_p311
55	1	1	1	0.4942623615461782	-6.657404647860507	0.9999999999999999	51.52736526572723	C14H8O2	[M + H]+	RZVHIXYEVGDQDX	InChI=1S/C14H8O2/c15-13-9-5-1-2-6-10(9)14(16)12-8-4-3-7-11(12)13/h1-8H	Anthrapel	C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O	2.83341599	6780;15555081;67789016;87524932;88330830	PubChem class - food;SuperNatural:(SN00005625);ZINC bio:(ZINC03847491);additional;HSDB:(84-65-1);MeSH:(6780);PubMed;NORMAN:(NS00010810);COCONUT:(CNP0287592);KNApSAcK:(43271);Natural Products:(UNPD156828);PubChem:(6780 15555081 67789016 87524932 88330830);CHEBI:(40448);PubChem class - bio and metabolites;KEGG:(C16207);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-10180)	255650678	209.0596	892.918	522_1_Brassimet_Roots_Neg-POS_PAXs_18_p651
56	1	1	1	0.49243698210768533	-81.94958212017336	0.9999999999999999	63.456560493369516	C10H16N2O3	[M + H]+	RWCOTTLHDJWHRS	InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h7-8,11H,1-6H2,(H,14,15)	Prolylproline	C1CC(NC1)C(=O)N2CCCC2C(=O)O	-2.29999995	263469;7408325;11622593;11902928;57309116;61158797;61172252;78923151;92245213;103868724;132526338	COCONUT:(CNP0189934);HMDB:(11180);PubChem:(263469 7408325 11622593 11902928 57309116 61158797 61172252 78923151 92245213 103868724 132526338);CHEBI:(73646);ZINC bio:(ZINC04899613 ZINC04974454 ZINC04974455 ZINC04974456);additional;PubChem class - bio and metabolites;MeSH:(263469 11622593);Training Set;PubMed;KEGG Mine	8609357934	213.1235	52.727	787_1_Brassimet_Roots_Neg-POS_PAXs_22_p1339
57	1	1	1	0.4896816148023139	-41.185291544887306	0.9999999999999999	56.26342468571964	C12H20O5	[M + H]+	HHXMOTDTSDYYEI	InChI=1S/C12H20O5/c13-10(8-9-12(16)17)6-4-2-1-3-5-7-11(14)15/h1-9H2,(H,14,15)(H,16,17)	4-Oxododecanedioic acid	C(CCCC(=O)CCC(=O)O)CCCC(=O)O	1.10000002	13213508	COCONUT:(CNP0028737 CNP0151133);Natural Products:(UNPD16991);PubChem:(13213508);SuperNatural:(SN00034246);ZINC bio:(ZINC35465466);additional;Training Set	3727362	245.1384	317.988	109_1_Brassimet_Roots_Neg-POS_PAXs_10_p580
58	4	1	5	0.4886929269761876	-251.7061660760852	0.031155778894472363	55.94361062991882	C30H31NO11	[M + H]+	WPXATJMWMPFBJS	InChI=1S/C30H31NO11/c1-14-9-19(11-21(32)24(14)27(33)31-17(4)28(34)35)41-29(36)26-16(3)10-20(13-23(26)40-7)42-30(37)25-15(2)8-18(38-5)12-22(25)39-6/h8-13,17,32H,1-7H3,(H,31,33)(H,34,35)	null	CC1=CC(=CC(=C1C(=O)NC(C)C(=O)O)O)OC(=O)C2=C(C=C(C=C2C)OC(=O)C3=C(C=C(C=C3C)OC)OC)OC	5.19999981	10841000;10076956;93472765	COCONUT:(CNP0051534 CNP0115428);KNApSAcK:(16260);Natural Products:(UNPD113336);PubChem:(10841000 10076956 93472765);SuperNatural:(SN00038621 SN00038622 SN00286247);ZINC bio:(ZINC38139691 ZINC38139692);additional;Training Set	3727378	582.2011	313.931	104_1_Brassimet_Roots_Neg-POS_PAXs_10_p461
59	2	1	1	0.4885341204466465	-158.48274549936008	0.3653266331658292	44.864771583677225	C27H34O14	[M - H]-	DLHKWKLJJLXZPM	InChI=1S/C27H34O14/c1-35-15-6-12(4-5-14(15)29)23-26(33)10-39-24(27(26,34)11-38-23)13-7-16(36-2)22(17(8-13)37-3)41-25-21(32)20(31)19(30)18(9-28)40-25/h4-8,18-21,23-25,28-34H,9-11H2,1-3H3	null	COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C3C4(COC(C4(CO3)O)C5=CC(=C(C=C5)O)OC)O	-1.2922405	""	COCONUT:(CNP0371965);Natural Products:(UNPD230336)	2129920	581.1881	266.646	79_1_Brassimet_Roots_Neg-POS_PAXs_1_n132
60	1	1	1	0.48802291179201174	-71.62792321450553	0.9999999999999999	47.70098800102731	C10H10N2O2	[M + H]+	KWIPUXXIFQQMKN	InChI=1S/C10H10N2O2/c11-6-8-3-1-7(2-4-8)5-9(12)10(13)14/h1-4,9H,5,12H2,(H,13,14)	AmbotzHAA7570	C1=CC(=CC=C1CC(C(=O)O)N)C#N	0.457111776	1501864;1501865;3629996;7128311;7144949;77906385;76973048;102488718;102488719	PubChem:(1501864 1501865 3629996 7128311 7144949 77906385 76973048 102488718 102488719);PubChem class - bio and metabolites;MeSH:(1501865);PubChem class - safety and toxic;Training Set;PubMed	83902534	191.0812	123.215	710_1_Brassimet_Roots_Neg-POS_PAXs_21_p1876
61	1	1	1	0.4861745053479666	-20.78023206116428	0.0	42.37046190027179	C13H28O7	[M + H3N + H]+	FHHGCKHKTAJLOM	InChI=1S/C13H28O7/c1-15-4-5-17-8-9-19-12-13-20-11-10-18-7-6-16-3-2-14/h14H,2-13H2,1H3	Hexaethyleneglycol monomethyl ether	COCCOCCOCCOCCOCCOCCO	-1.29999995	90207	NORMAN:(NS00020171);PubChem:(90207);CHEBI:(44752);PubChem class - bio and metabolites	17039394	314.2175	245.052	1021_1_Brassimet_Roots_Neg-POS_PAXs_6_p408
